converter_id,name,key
85,Solar CSP,energy_power_solar_csp_solar_radiation
86,Central geothermal heat,energy_heater_for_heat_network_geothermal
87,Hydro river,energy_power_hydro_river
88,Hydro Mount.,energy_power_hydro_mountain
90,Geothermal electricity,energy_power_geothermal
91,national gas network,energy_national_gas_network_natural_gas
92,gas treatment,energy_treatment_natural_gas
93,diesel distribution,energy_distribution_diesel
94,gasoline distribution,energy_distribution_gasoline
95,kerosene distribution,energy_distribution_kerosene
96,bio-diesel distribution,energy_distribution_biodiesel
97,bio-ethanol distribution,energy_distribution_bio_ethanol
99,LPG distribution,energy_distribution_lpg
100,bio-oil production,energy_production_bio_oil
101,bio_residues_production,energy_production_bio_residues_for_firing
102,gas extraction,energy_extraction_natural_gas
103,bio-oil distribution,energy_distribution_bio_oil
104,oil extraction,energy_extraction_crude_oil
105,LNG import,energy_import_lng
106,coal extraction,energy_extraction_coal
107,uranium import,energy_import_uranium_oxide
109,oil distribution,energy_distribution_crude_oil
111,bio_residues_distribution,energy_distribution_bio_residues_for_firing
112,greengas distribution,energy_distribution_greengas
113,coal distribution,energy_distribution_coal
114,coal demand other energetic,other_final_demand_for_heat_coal
115,oil demand other energetic,other_final_demand_for_heat_crude_oil
116,Oil demand industry energetic,industry_final_demand_for_heat_crude_oil
117,Gas demand industry energetic,industry_final_demand_for_heat_network_gas
119,Coal demand industry non energetic,industry_useful_demand_coal_non_energetic
120,wood pellets demand industry,industry_final_demand_for_heat_wood_pellets
123,gas demand other,other_final_demand_for_heat_gas
125,trains diesel,transport_train_using_diesel
126,LPG production,energy_production_lpg
127,diesel production,energy_production_diesel
128,gasoline production,energy_production_gasoline
129,kerosene production,energy_production_kerosene
130,bio-diesel production,energy_production_biodiesel
131,bio-ethanol production,energy_production_bio_ethanol
136,uranium treatment,energy_treatment_uranium_oxide
137,uranium distribution,energy_distribution_uranium_oxide
138,oil import,energy_import_crude_oil
139,gas import,energy_import_natural_gas
142,diesel import,energy_import_diesel
143,gasoline import,energy_import_gasoline
144,kerosene import,energy_import_kerosene
145,bio-diesel import,energy_import_biodiesel
146,bio-ethanol import,energy_import_bio_ethanol
148,LPG import,energy_import_lpg
149,planes_gasoline,transport_plane_using_gasoline
151,oil demand other non energy,other_useful_demand_crude_oil_non_energetic
152,Oil demand industry non energy,industry_useful_demand_crude_oil_non_energetic
153,Gas demand industry non energy,industry_useful_demand_network_gas_non_energetic
156,wood pellets demand industry non energy,industry_useful_demand_wood_pellets_non_energetic
157,gas hot water combi,households_water_heater_combined_network_gas
160,Coal demand industry energetic,industry_final_demand_for_heat_coal
161,Electricity demand non energetic industry,industry_useful_demand_electricity_non_energetic
162,energetic use agriculture electricity,agriculture_final_demand_electricity
163,energetic use agriculture gas,agriculture_final_demand_network_gas
164,energetic use agriculture oil,agriculture_final_demand_crude_oil
165,energetic use agriculture steam / hot water,agriculture_final_demand_steam_hot_water
167,energetic use households wood pellets,households_final_demand_wood_pellets
168,energetic use households coal,households_final_demand_coal
169,energetic use households electricity,households_final_demand_electricity
170,energetic use households gas,households_final_demand_network_gas
172,energetic use households oil,households_final_demand_crude_oil
173,energetic use households steam_hot_water,households_final_demand_steam_hot_water
175,energetic use industry wood pellets,industry_final_demand_wood_pellets
176,energetic use industry coal,industry_final_demand_coal
177,energetic use industry electricity,industry_final_demand_electricity
178,energetic use industry gas,industry_final_demand_network_gas
180,energetic use industry oil,industry_final_demand_crude_oil
181,energetic use industry steam / hot water,industry_final_demand_steam_hot_water
184,energetic use other wood pellets,other_final_demand_wood_pellets
185,energetic use other coal,other_final_demand_coal
186,energetic use other electricity,other_final_demand_electricity
187,energetic use other gas,other_final_demand_network_gas
188,energetic use other oil,other_final_demand_crude_oil
189,energetic use other steam / hot water,other_final_demand_steam_hot_water
190,energetic use buildings gas,buildings_final_demand_network_gas
200,non energetic use industry wood pellets,industry_final_demand_wood_pellets_non_energetic
201,non energetic use industry coal,industry_final_demand_coal_non_energetic
202,non energetic use industry electricity,industry_final_demand_electricity_non_energetic
203,non energetic use industry gas,industry_final_demand_network_gas_non_energetic
205,non energetic use industry oil,industry_final_demand_crude_oil_non_energetic
206,energetic use buildings electricity,buildings_final_demand_electricity
210,non energetic use other oil,other_final_demand_crude_oil_non_energetic
211,non energetic use transport oil,transport_final_demand_crude_oil_non_energetic
212,heater on wood pellets hh,households_space_heater_wood_pellets
213,heater on coal hh,households_space_heater_coal
215,heater on oil hh,households_space_heater_crude_oil
217,effective lighting demand HH,households_useful_demand_light
218,agriculture oil demand energetic,agriculture_final_demand_for_heat_crude_oil
220,wood pellets demand other,other_final_demand_for_heat_wood_pellets
223,grid losses electricity,energy_power_hv_network_loss
224,grid losses oil,energy_distribution_crude_oil_loss
225,grid losses gas,energy_distribution_network_gas_loss
226,grid losses heat network,energy_heat_network_loss
227,energy sector use electricity,energy_final_demand_electricity
228,energy sector use oil,energy_final_demand_crude_oil
229,energy sector use gas,energy_final_demand_network_gas
230,energy sector use heat,energy_final_demand_steam_hot_water
231,local solar PV,households_solar_pv_solar_radiation
240,uranium extraction,energy_extraction_uranium_oxide
242,greengas import,energy_import_greengas
243,coal import,energy_import_coal
245,heat network unused,energy_heat_network_unused_steam_hot_water
246,bio-oil import,energy_import_bio_oil
249,electricity import,energy_import_electricity
250,earth,environment_earth
251,water,environment_water
257,sun,environment_sun
258,air,environment_air
261,gas CHP other,other_chp_engine_gas_power_fuelmix
262,wood pellets burner agri,agriculture_burner_wood_pellets
263,oil burner agri,agriculture_burner_crude_oil
264,gas burner agri,agriculture_burner_network_gas
265,gas CHP agriculture,agriculture_chp_engine_gas_power_fuelmix
266,heat demand other,other_useful_demand_useable_heat
267,coal burner other,other_burner_coal
268,oil burner other,other_burner_crude_oil
269,wood pellets burner other,other_burner_wood_pellets
270,gas burner other,other_burner_network_gas
271,wood pellets hot water,households_water_heater_wood_pellets
272,lignite extraction,energy_extraction_lignite
273,coal burner industry,industry_burner_coal
274,oil burner industry,industry_burner_crude_oil
275,wood pellets burner industry,industry_burner_wood_pellets
276,gas burner industry,industry_burner_network_gas
279,heatpump with TS agri,agriculture_heatpump_water_water_ts_electricity
280,geothermal agri,agriculture_geothermal
281,energetic use wood pellets agriculture,agriculture_final_demand_for_heat_wood_pellets
283,lignite distribution,energy_distribution_lignite
284,waste distribution,energy_distribution_waste_mix
285,heating demand with current insulation old houses,households_old_houses_useful_demand_for_heating
286,heating savings insulation old houses ,households_old_houses_heating_savings_from_insulation
287,energy sector gas mixer,energy_mixer_for_gas_power_fuel
293,coal hot water,households_water_heater_coal
294,oil hot water,households_water_heater_crude_oil
298,unused CHPs heat industry,industry_unused_local_production_steam_hot_water
299,unused CHPs heat other,other_unused_local_production_steam_hot_water
300,unused CHPs heat agriculture,agriculture_unused_local_production_steam_hot_water
301,LV-MV transformer ,energy_power_transformer_lv_mv_electricity
302,MV transport network ,energy_power_mv_transport_network_electricity
303,MV-HV transformer ,energy_power_transformer_mv_hv_electricity
308,backup burner heat network,energy_heat_network_backup_heater_gas_power_fuelmix
311,cokes production,energy_production_cokes
312,electricity export,energy_export_electricity
313,heating schools current insulation,buildings_useful_demand_for_space_heating
314,heating new houses current insulation,households_new_houses_useful_demand_for_heating
316,heatpump addon,households_space_heater_heatpump_add_on_electricity
318,collective gas chp hh,households_collective_chp_network_gas
319,collective wood pellets chp hh,households_collective_chp_wood_pellets
320,collective geothermal hh,households_collective_geothermal
321,ground source heatpump cooling,households_cooling_heatpump_ground_water_electricity
323,households_cooling_heatpump_air_water_electricity,households_cooling_heatpump_air_water_electricity
324,cooking demand,households_useful_demand_cooking_useable_heat
325,gas stove,households_cooker_network_gas
326,electric stove,households_cooker_resistive_electricity
327,halogen stove,households_cooker_halogen_electricity
328,induction stove,households_cooker_induction_electricity
329,dishwasher,households_appliances_dishwasher_electricity
330,fridge/ freezer,households_appliances_fridge_freezer_electricity
332,vacuum cleaner,households_appliances_vacuum_cleaner_electricity
333,washing machine,households_appliances_washing_machine_electricity
334,clothes dryer,households_appliances_clothes_dryer_electricity
335,tv,households_appliances_television_electricity
337,computer / media,households_appliances_computer_media_electricity
338,insulation savings,buildings_heating_savings_from_insulation_useable_heat
339,heating,buildings_useful_demand_for_space_heating_after_insulation_recirculation_recovery
340,cooling,buildings_useful_demand_after_insulation_recirculation_recovery_cooling
342,lighting,buildings_useful_demand_after_motion_detection_daylight_control_light
343,TL8 Fluorescent tube,buildings_lighting_standard_fluorescent_electricity
344,TL5 High performance Fluorescent tube,buildings_lighting_efficient_fluorescent
345,LED lighting,buildings_lighting_led
346,solar pv panels,buildings_solar_pv_solar_radiation
347,local heat network,buildings_heat_network_connection_steam_hot_water
348,gas fired heater,buildings_space_heater_network_gas
349,electric heater,buildings_space_heater_electricity
350,gas CHP,buildings_collective_chp_gas_power_fuelmix
352,wood pellets CHP,buildings_collective_chp_wood_pellets
353,solarthermic,buildings_space_heater_solar_thermal
354,gasheatpump,buildings_space_heater_heatpump_air_water_network_gas
355,wood_pellets_fired_heater,buildings_space_heater_wood_pellets
356,heatpump ts heating,buildings_space_heater_collective_heatpump_water_water_ts_electricity
357,gasheatpump cooling,buildings_cooling_heatpump_air_water_network_gas
358,heatpump thermal storage cooling,buildings_cooling_collective_heatpump_water_water_ts_electricity
360,airco buildings,buildings_cooling_airconditioning
361,appliances,buildings_useful_demand_for_appliances
362,final_demand_of_wood_pellets,buildings_final_demand_wood_pellets
363,coal,buildings_final_demand_coal
364,oil,buildings_final_demand_crude_oil
366,steam hot water,buildings_final_demand_steam_hot_water
367,cooling current insulation old houses,households_old_houses_useful_demand_for_cooling
368,cooling current insulation new houses,households_new_houses_useful_demand_for_cooling
369,cooling savings insulation old houses,households_old_houses_cooling_savings_from_insulation
370,cooling savings insulation new houses,households_new_houses_cooling_savings_from_insulation
371,heating savings insulation new houses,households_new_houses_heating_savings_from_insulation
374,cooling savings insulation buildings,buildings_cooling_savings_insulation_cooling
375,gas boiler,households_water_heater_network_gas
376,micro CHP hot water,households_water_heater_micro_chp_network_gas
377,oil heater,buildings_space_heater_crude_oil
378,coal heater,buildings_space_heater_coal
379,heat demand before recirculation,buildings_useful_demand_for_space_heating_after_insulation
380,heat demand before recovery,buildings_useful_demand_for_space_heating_after_insulation_recirculation
381,cold demand before recirculation,buildings_useful_demand_after_insulation_cooling
382,cold demand before recovery,buildings_useful_demand_after_insulation_recirculation_cooling
383,heat recirculation savings,buildings_heating_savings_from_recirculation_useable_heat
384,heat recovery savings,buildings_heating_savings_from_recovery_useable_heat
385,cold recirculation savings,buildings_cooling_savings_from_recirculation_cooling
386,cold recovery savings,buildings_cooling_savings_from_recovery_cooling
387,lighting without daylight control,buildings_useful_demand_after_motion_detection_light
388,lighting without motion detection,buildings_useful_demand_light
389,daylight control savings,buildings_lighting_savings_from_daylight_control_light
390,motion detection savings,buildings_lighting_savings_from_motion_detection_light
391,district heat space heating,households_space_heater_district_heating_steam_hot_water
392,nuclear conv,energy_power_nuclear_gen2_uranium_oxide
394,available electricity,households_locally_available_electricity
399,oil appliances,buildings_appliances_crude_oil
400,gas appliances,buildings_appliances_network_gas
401,wood_pellets_appliances,buildings_appliances_wood_pellets
402,electric appliances,buildings_appliances_electricity
409,CCGT CCS,energy_power_combined_cycle_ccs_gas_power_fuelmix
410,local e production agri,agriculture_locally_available_electricity
411,local w production agri,agriculture_locally_available_steam_hot_water
412,local e production ind,industry_locally_available_electricity
413,local w production ind,industry_locally_available_steam_hot_water
414,used restheat decentral production,energy_heat_remainder_from_heat_network_used_steam_hot_water
415,unused restheat decentral production,energy_heat_remainder_from_heat_network_unused_steam_hot_water
416,restheat decentral production,energy_heat_remainder_from_heat_network_steam_hot_water
417,micro_chp_space_heating,households_space_heater_micro_chp_network_gas
419,decentral heat,other_local_production_steam_hot_water
420,local e production other,other_local_production_electricity
421,local e production buildings,buildings_local_production_electricity
423,lignite CHP,energy_chp_ultra_supercritical_lignite
424,oil CHP,energy_chp_ultra_supercritical_crude_oil
425,pumped storage,energy_power_hydro_mountain_pumped
426,planes,transport_useful_demand_planes
427,planes_bio_ethanol,transport_plane_using_bio_ethanol
428,trains,transport_useful_demand_trains
429,ships,transport_useful_demand_ships
430,district heater coal,energy_heater_for_heat_network_coal
431,district heater lignite,energy_heater_for_heat_network_lignite
432,district heater oil,energy_heater_for_heat_network_crude_oil
433,district heater gas,energy_heater_for_heat_network_network_gas
434,district heater waste,energy_heater_for_heat_network_waste_mix
435,district heater wood pellets,energy_heater_for_heat_network_wood_pellets
438,coal CHP industry,industry_chp_ultra_supercritical_coal
439,wood pellets cooking,households_cooker_wood_pellets
440,gas fired heater,households_space_heater_network_gas
441,fuel cell chp,households_water_heater_fuel_cell_chp_network_gas
442,hot water devices,households_useful_demand_for_hot_water_after_solar_heater_and_add_on
477,biogas production,energy_production_biogas
478,biogas distribution,energy_distribution_biogas
486,biocoal distribution,energy_distribution_torrified_biomass_pellets
487,torrefaction,energy_torrefaction_wood
489,heat import,energy_import_steam_hot_water
491,biocoal import,energy_import_torrified_biomass_pellets
492,wood_pellets_distribution,energy_distribution_wood_pellets
493,wood_pellets_production,energy_production_wood_pellets
494,wood_pellets_import,energy_import_wood_pellets
495,wood distribution,energy_distribution_wood
496,wood growth,energy_production_wood
497,biogas upgrade,energy_upgrade_biogas
498,manure collection,energy_distribution_manure
499,available manure,energy_production_manure
500,corn distribution,energy_distribution_corn
501,corn growth,energy_production_corn
503,uranium export,energy_export_uranium_oxide
504,oil export,energy_export_crude_oil
505,gas export,energy_export_network_gas
507,diesel export,energy_export_diesel
508,gasoline export,energy_export_gasoline
509,kerosene export,energy_export_kerosene
511,LPG export,energy_export_lpg
512,greengas export,energy_export_greengas
513,coal export,energy_export_coal
514,bio-oil export,energy_export_bio_oil
515,waste export,energy_export_waste_mix
516,bio-diesel export,energy_export_biodiesel
517,bio-ethanol export,energy_export_bio_ethanol
519,biogenic waste distribution,energy_distribution_biogenic_waste
520,non biogenic waste distribution,energy_distribution_non_biogenic_waste
521,biogenic waste import,energy_import_biogenic_waste
522,non biogenic waste import,energy_import_non_biogenic_waste
523,biogenic waste collection,energy_production_biogenic_waste
524,non biogenic waste collection,energy_production_non_biogenic_waste
525,demand dishwasher,households_useful_demand_dishwasher
526,demand fridge / freezer,households_useful_demand_fridge_freezer
527,demand washing machine,households_useful_demand_washing_machine
528,demand clothes dryer,households_useful_demand_clothes_dryer
529,demand tv,households_useful_demand_television
530,demand computer / media,households_useful_demand_computer_media
531,demand vacuum cleaner,households_useful_demand_vacuum_cleaner
532,demand other appliances,households_useful_demand_other_appliances
534,solar_thermal_for_hot_water,households_final_demand_for_hot_water_solar_thermal
535,solar_thermal,households_final_demand_solar_thermal
536,solar_thermal_production,energy_production_solar_thermal
537,coal_for_heating,households_final_demand_for_space_heating_coal
538,coal_for_hot_water,households_final_demand_for_hot_water_coal
539,oil_for_heating,households_final_demand_for_space_heating_crude_oil
540,oil_for_hot_water,households_final_demand_for_hot_water_crude_oil
541,gas_for_heating,households_final_demand_for_space_heating_network_gas
542,gas_for_cooling,households_final_demand_for_cooling_network_gas
543,gas_for_hot_water,households_final_demand_for_hot_water_network_gas
544,gas_for_cooking,households_final_demand_for_cooking_network_gas
545,wood_pellets_for_heating,households_final_demand_for_space_heating_wood_pellets
546,wood_pellets_for_hot_water,households_final_demand_for_hot_water_wood_pellets
547,wood_pellets_for_cooking,households_final_demand_for_cooking_wood_pellets
548,electricity_for_heating,households_final_demand_for_space_heating_electricity
549,electricity_for_cooling,households_final_demand_for_cooling_electricity
550,electricity_for_hot_water,households_final_demand_for_hot_water_electricity
551,electricity_for_cooking,households_final_demand_for_cooking_electricity
552,electricity_for_lighting,households_final_demand_for_lighting_electricity
553,electricity_for_appliances,households_final_demand_for_appliances_electricity
554,monitized_heat_for_heating,households_final_demand_for_space_heating_steam_hot_water
555,monitized_heat_for_hot_water,households_final_demand_for_hot_water_steam_hot_water
556,diesel_generator,energy_power_engine_diesel
557,gas_turbine,energy_power_turbine_network_gas
558,final_demand_of_coal,transport_final_demand_coal
559,final_demand_of_lpg,transport_final_demand_lpg
560,final_demand_of_gasoline,transport_final_demand_gasoline
561,final_demand_of_kerosene,transport_final_demand_kerosene
562,final_demand_of_diesel,transport_final_demand_diesel
563,final_demand_of_heavy_fuel_oil,transport_final_demand_heavy_fuel_oil
564,final_demand_of_network_gas,transport_final_demand_network_gas
565,final_demand_of_bio_ethanol,transport_final_demand_bio_ethanol
566,final_demand_of_biodiesel,transport_final_demand_biodiesel
567,final_demand_of_electricity,transport_final_demand_electricity
568,distribution_of_heavy_fuel_oil,energy_distribution_heavy_fuel_oil
569,production_of_heavy_fuel_oil,energy_production_heavy_fuel_oil
570,road_lpg,transport_final_demand_for_road_lpg
571,road_gasoline,transport_final_demand_for_road_gasoline
572,road_diesel,transport_final_demand_for_road_diesel
573,road_network_gas,transport_final_demand_for_road_network_gas
574,road_bio_ethanol,transport_final_demand_for_road_bio_ethanol
575,road_biodiesel,transport_final_demand_for_road_biodiesel
576,road_electricity,transport_final_demand_for_road_electricity
577,rail_coal,transport_final_demand_for_rail_coal
578,rail_diesel,transport_final_demand_for_rail_diesel
579,rail_biodiesel,transport_final_demand_for_rail_biodiesel
580,rail_electricity,transport_final_demand_for_rail_electricity
581,shipping_diesel,transport_final_demand_for_shipping_diesel
582,shipping_heavy_fuel_oil,transport_final_demand_for_shipping_heavy_fuel_oil
583,aviation_gasoline,transport_final_demand_for_aviation_gasoline
584,aviation_kerosene,transport_final_demand_for_aviation_kerosene
585,road_gasoline_mixer,transport_road_mixer_gasoline
586,road_diesel_mixer,transport_road_mixer_diesel
587,road_network_gas_compression,transport_road_compressor_network_gas
588,rail_diesel_mixer,transport_rail_mixer_diesel
589,shipping_bio_diesel,transport_final_demand_for_shipping_biodiesel
590,aviation_bio_ethanol,transport_final_demand_for_aviation_biodiesel
591,planes_kerosene,transport_plane_using_kerosene
592,ships_heavy_fuel_oil,transport_ship_using_heavy_fuel_oil
593,heat_exchanger_district_heating,other_heater_district_heating_steam_hot_water
594,steam_hot_water_for_heat,other_final_demand_for_heat_steam_hot_water
595,electricity_for_electricity,other_electricity_for_electricity
596,heat_from_monetized_heat,buildings_space_heater_district_heating_steam_hot_water
597,coal_appliances,buildings_appliances_coal
598,collective_geothermal,buildings_collective_geothermal
599,final_demand_for_heating_coal,buildings_final_demand_for_space_heating_coal
600,final_demand_for_heating_oil,buildings_final_demand_for_space_heating_crude_oil
601,final_demand_for_heating_gas,buildings_final_demand_for_space_heating_gas
602,final_demand_for_heating_wood_pellets,buildings_final_demand_for_space_heating_wood_pellets
603,final_demand_for_heating_solar,buildings_final_demand_for_space_heating_solar
604,final_demand_for_heating_elecrtricity,buildings_final_demand_for_space_heating_electricity
605,final_demand_for_heating_monetized_heat,buildings_final_demand_for_space_heating_monetized_heat
606,final_demand_for_cooling_gas,buildings_final_demand_for_cooling_gas
607,final_demand_for_cooling_electricity,buildings_final_demand_for_cooling_electricity
608,final_demand_for_lighting_electricity,buildings_final_demand_for_lighting_electricity
609,final_demand_for_appliances_coal,buildings_final_demand_for_appliances_coal
610,final_demand_for_appliances_oil,buildings_final_demand_for_appliances_crude_oil
611,final_demand_for_appliances_gas,buildings_final_demand_for_appliances_gas
612,final_demand_for_appliances_wood_pellets,buildings_final_demand_for_appliances_wood_pellets
613,final_demand_for_appliances_electricity,buildings_final_demand_for_appliances_electricity
614,final_demand_solar_buildings_energetic,buildings_final_demand_solar_thermal
615,households_useful_demand_for_space_heating_after_insulation_and_solar_heater,households_useful_demand_for_space_heating_after_insulation_and_solar_heater
616,households_useful_demand_for_space_heating_after_insulation_and_solar_heater_and_add_on,households_useful_demand_for_space_heating_after_insulation_and_solar_heater_and_add_on
617,households_useful_demand_for_hot_water_after_solar_heater,households_useful_demand_for_hot_water_after_solar_heater
618,households_useful_demand_for_space_heating_after_insulation_for_houses_with_solar_heater,households_useful_demand_for_space_heating_after_insulation_for_houses_with_solar_heater
619,households_useful_demand_for_hot_water_for_houses_with_solar_heater,households_useful_demand_for_hot_water_for_houses_with_solar_heater
620,households_useful_demand_for_space_heating_after_insulation_for_houses_with_add_on,households_useful_demand_for_space_heating_after_insulation_for_houses_with_add_on
621,households_useful_demand_for_hot_water_for_houses_with_add_on,households_useful_demand_for_hot_water_for_houses_with_add_on
622,households_water_heater_heatpump_air_water_electricity,households_water_heater_heatpump_air_water_electricity
623,industry_aluminium_production,industry_aluminium_production
624,industry_aluminium_electrolysis_current,industry_aluminium_electrolysis_current
625,industry_aluminium_electrolysis_bat,industry_aluminium_electrolysis_bat
626,industry_aluminium_smeltoven,industry_aluminium_smeltoven
627,industry_aluminium_carbothermalreduction,industry_aluminium_carbothermalreduction
628,industry_aluminium_burner,industry_aluminium_burner
