7,co2_emission_electricity,kg,co2_emissions_of_used_electricity,kg,General,CO2,Co2,
1,co2_emission_electricity_ex_import,kg,co2_emissions_of_produced_electricity,kg,General,CO2,Co2,
6,co2_emission_electricity_import,kg,co2_emissions_of_imported_electricity,kg,General,CO2,Co2,
8,co2_emission_total,kg,total_co2_emissions,kg,General,CO2,Co2,
174,co2_per_mj_domestic_electricity_production,kg,average_co2_emissions_of_produced_electricity,kg/MJ,General,CO2,Co2,
91,biomass_plants,converters,electricity_producing_biomass_converters,converters,General,Converter groups,,
86,coal_plants,converters,electricity_producing_coal_converters,converters,General,Converter groups,Converter Groups,
690,gas_fired_heaters,converters,heat_producing_gas_converters,converters,General,Converter groups,,
88,gas_plants,converters,electricity_producing_gas_converters,converters,General,Converter groups,,
89,nuclear_plants,converters,electricity_producing_nuclear_converters,converters,General,Converter groups,,
87,oil_plants,converters,electricity_producing_oil_converters,converters,General,Converter groups,,
92,other_plants,converters,electricity_producing_other_converters,converters,General,Converter groups,,
90,wind_plants,converters,electricity_producing_wind_converters,converters,General,Converter groups,,
53,avg_total_cost_for_electricity_production_per_mj,euro,average_costs_of_produced_electricity,euro/MJ,General,Costs,Costs,
20,cost_domestic_electricity,euro,costs_of_produced_electricity,euro,General,Costs,Costs,
292,cost_electricity_export,euro,costs_of_exported_electricity,euro,General,Costs,Costs,
19,cost_electricity_import,euro,costs_of_imported_electricity,euro,General,Costs,Costs,
660,cost_electricity_production_new,euro,costs_of_used_electricity,euro,General,Costs,,
15,cost_energy_sector_fuels,euro,total_costs_of_energy_sector,euro,General,Costs,Costs,
13,cost_fuels_energy_sector,euro,costs_of_own_use_in_energy_sector,euro,General,Costs,Costs,
14,cost_fuels_grid_losses,euro,costs_of_oil_and_gas_distribution_losses_in_energy_sector,euro,General,Costs,Costs,
661,cost_heat_production_new,euro,costs_of_produced_heat_plus_insulation,euro,General,Costs,,
22,cost_non_energetic_fuels,euro,costs_of_non_energetic_demand,euro,General,Costs,Costs,
12,cost_refinery,euro,costs_of_refinery_in_energy_sector,euro,General,Costs,Costs,
687,cost_torrefaction,euro,costs_of_torrrefaction_in_energy_sector,euro,General,Costs,,
23,cost_total,euro,total_costs,euro,General,Costs,Costs,
21,cost_transport_fuels,euro,costs_of_transport_fuels,euro,General,Costs,Costs,
383,insulation_costs,euro,costs_of_insulation,euro,General,Costs,Costs,
673,policy_co2_reduction,factor,dashboard_reduction_of_co2_emissions_versus_1990,factor,Output elements,Dashboard,,
674,policy_net_energy_import,factor,dashboard_energy_import_netto,factor,Output elements,Dashboard,,
676,policy_not_shown,factor,dashboard_bio_footprint,factor,Output elements,Dashboard,,
677,policy_renewable_percentage,factor,dashboard_renewability,factor,Output elements,Dashboard,,
678,policy_targets_met,#,dashboard_targets_met,#,Output elements,Dashboard,,
675,policy_total_energy_cost,bln euro,dashboard_total_costs,bln euro,Output elements,Dashboard,,
672,policy_total_primary_energy,MJ,dashboard_energy_demand_primary_of_final,MJ,Output elements,Dashboard,,
1595,policy_goal_co2_emission_reached,,policy_goal_co2_emissions_reached,boolean,Output elements,Goals,,
1594,policy_goal_co2_emission_start_value,,policy_goal_co2_emissions_start_value,MT,Output elements,Goals,,
1648,policy_goal_co2_emission_target_value,MT,policy_goal_co2_emissions_target_value,MT,Output elements,Goals,,
1636,policy_goal_co2_emission_user_value,MT,policy_goal_co2_emissions_user_value,MT,Output elements,Goals,,
1618,policy_goal_co2_emission_value,,policy_goal_co2_emissions_value,MT,Output elements,Goals,,
1603,policy_goal_electricity_cost_reached,,policy_goal_electricity_costs_reached,boolean,Output elements,Goals,,
1602,policy_goal_electricity_cost_start_value,,policy_goal_electricity_costs_start_value,euro/kWh,Output elements,Goals,,
1652,policy_goal_electricity_cost_target_value,euro,policy_goal_electricity_costs_target_value,euro/kWh,Output elements,Goals,,
1640,policy_goal_electricity_cost_user_value,euro,policy_goal_electricity_costs_user_value,euro/kWh,Output elements,Goals,,
1622,policy_goal_electricity_cost_value,,policy_goal_electricity_costs_value,euro/kWh,Output elements,Goals,,
1617,policy_goal_land_for_csp_reached,,policy_goal_land_for_csp_reached,boolean,Output elements,Goals,,
1616,policy_goal_land_for_csp_start_value,,policy_goal_land_for_csp_start_value,km2,Output elements,Goals,,
1659,policy_goal_land_for_csp_target_value,km2,policy_goal_land_for_csp_target_value,km2,Output elements,Goals,,
1647,policy_goal_land_for_csp_user_value,km2,policy_goal_land_for_csp_user_value,km2,Output elements,Goals,,
1629,policy_goal_land_for_csp_value,,policy_goal_land_for_csp_value,km2,Output elements,Goals,,
1615,policy_goal_land_for_solar_panels_reached,,policy_goal_land_for_solar_panels_reached,boolean,Output elements,Goals,,
1614,policy_goal_land_for_solar_panels_start_value,,policy_goal_land_for_solar_panels_start_value,km2,Output elements,Goals,,
1658,policy_goal_land_for_solar_panels_target_value,km2,policy_goal_land_for_solar_panels_target_value,km2,Output elements,Goals,,
1646,policy_goal_land_for_solar_panels_user_value,km2,policy_goal_land_for_solar_panels_user_value,km2,Output elements,Goals,,
1628,policy_goal_land_for_solar_panels_value,,policy_goal_land_for_solar_panels_value,km2,Output elements,Goals,,
1599,policy_goal_net_electricity_import_reached,,policy_goal_net_electricity_import_reached,boolean,Output elements,Goals,,
1598,policy_goal_net_electricity_import_start_value,,policy_goal_net_electricity_import_start_value,factor,Output elements,Goals,,
1650,policy_goal_net_electricity_import_target_value,factor,policy_goal_net_electricity_import_target_value,factor,Output elements,Goals,,
1638,policy_goal_net_electricity_import_user_value,factor,policy_goal_net_electricity_import_user_value,factor,Output elements,Goals,,
1620,policy_goal_net_electricity_import_value,,policy_goal_net_electricity_import_value,factor,Output elements,Goals,,
1597,policy_goal_net_energy_import_reached,,policy_goal_net_energy_import_reached,boolean,Output elements,Goals,,
1596,policy_goal_net_energy_import_start_value,,policy_goal_net_energy_import_start_value,factor,Output elements,Goals,,
1649,policy_goal_net_energy_import_target_value,factor,policy_goal_net_energy_import_target_value,factor,Output elements,Goals,,
1637,policy_goal_net_energy_import_user_value,factor,policy_goal_net_energy_import_user_value,factor,Output elements,Goals,,
1619,policy_goal_net_energy_import_value,,policy_goal_net_energy_import_value,factor,Output elements,Goals,,
1611,policy_goal_offshore_reached,,policy_goal_offshore_reached,boolean,Output elements,Goals,,
1610,policy_goal_offshore_start_value,,policy_goal_offshore_start_value,km2,Output elements,Goals,,
1656,policy_goal_offshore_target_value,km2,policy_goal_offshore_target_value,km2,Output elements,Goals,,
1644,policy_goal_offshore_user_value,km2,policy_goal_offshore_user_value,km2,Output elements,Goals,,
1626,policy_goal_offshore_value,,policy_goal_offshore_value,km2,Output elements,Goals,,
1609,policy_goal_onshore_coast_reached,,policy_goal_onshore_coast_reached,boolean,Output elements,Goals,,
1608,policy_goal_onshore_coast_start_value,,policy_goal_onshore_coast_start_value,km,Output elements,Goals,,
1655,policy_goal_onshore_coast_target_value,km,policy_goal_onshore_coast_target_value,km,Output elements,Goals,,
1643,policy_goal_onshore_coast_user_value,km,policy_goal_onshore_coast_user_value,km,Output elements,Goals,,
1625,policy_goal_onshore_coast_value,,policy_goal_onshore_coast_value,km2,Output elements,Goals,,
1607,policy_goal_onshore_land_reached,,policy_goal_onshore_land_reached,boolean,Output elements,Goals,,
1606,policy_goal_onshore_land_start_value,,policy_goal_onshore_land_start_value,km2,Output elements,Goals,,
1654,policy_goal_onshore_land_target_value,km2,policy_goal_onshore_land_target_value,km2,Output elements,Goals,,
1642,policy_goal_onshore_land_user_value,km2,policy_goal_onshore_land_user_value,km2,Output elements,Goals,,
1624,policy_goal_onshore_land_value,,policy_goal_onshore_land_value,km2,Output elements,Goals,,
1605,policy_goal_renewable_percentage_reached,,policy_goal_renewable_percentage_reached,boolean,Output elements,Goals,,
1604,policy_goal_renewable_percentage_start_value,,policy_goal_renewable_percentage_start_value,factor,Output elements,Goals,,
1653,policy_goal_renewable_percentage_target_value,factor,policy_goal_renewable_percentage_target_value,factor,Output elements,Goals,,
1641,policy_goal_renewable_percentage_user_value,factor,policy_goal_renewable_percentage_user_value,factor,Output elements,Goals,,
1623,policy_goal_renewable_percentage_value,,policy_goal_renewable_percentage_value,factor,Output elements,Goals,,
1613,policy_goal_roofs_for_solar_panels_reached,boolean,policy_goal_roofs_for_solar_panels_reached,boolean,Output elements,Goals,,
1612,policy_goal_roofs_for_solar_panels_start_value,,policy_goal_roofs_for_solar_panels_start_value,km2,Output elements,Goals,,
1657,policy_goal_roofs_for_solar_panels_target_value,km2,policy_goal_roofs_for_solar_panels_target_value,km2,Output elements,Goals,,
1645,policy_goal_roofs_for_solar_panels_user_value,km2,policy_goal_roofs_for_solar_panels_user_value,km2,Output elements,Goals,,
1627,policy_goal_roofs_for_solar_panels_value,,policy_goal_roofs_for_solar_panels_value,km2,Output elements,Goals,,
1601,policy_goal_total_energy_cost_reached,,policy_goal_total_energy_costs_reached,boolean,Output elements,Goals,,
1600,policy_goal_total_energy_cost_start_value,,policy_goal_total_energy_costs_start_value,euro,Output elements,Goals,,
1651,policy_goal_total_energy_cost_target_value,euro,policy_goal_total_energy_costs_target_value,euro,Output elements,Goals,,
1639,policy_goal_total_energy_cost_user_value,euro,policy_goal_total_energy_costs_user_value,euro,Output elements,Goals,,
1621,policy_goal_total_energy_cost_value,,policy_goal_total_energy_costs_value,euro,Output elements,Goals,,
463,biomass_in_euro_per_tonne,euro,price_of_biomass,euro/tonne,Input elements,label,Costs,
464,co2_price_in_euro_per_tonne,euro,price_of_co2,euro/tonne,Input elements,label,Costs,
459,coal_in_dollar_per_tonne,$,price_of_coal,$/tonne,Input elements,label,Carriers,
460,oil_in_dollar_per_barrel,$,price_of_oil,$/barrel,Input elements,label,Costs,
682,max_greengas_share,factor,maximum_share_of_green_gas_in_gas_network,factor,Input elements,max value,,
483,max_value_chp_agri,#,maximum_number_of_chps_in_agriculture,#,Input elements,max value,Min/max values,
484,max_value_chp_other,#,maximum_number_of_chps_in_other_sector,#,Input elements,max value,Min/max values,
288,demand_plants_connected_to_mv_distribution_net,converters,demand_units_connected_to_mv_distribution_net,converters,Modules,Network,"Converter Groups,Network",
359,hh_coolers,converters,household_coolers_in_network_calculation,converters,Modules,Network,"Converter Groups,Network",
275,hh_heaters,converters,household_heaters_in_network_calculation,converters,Modules,Network,"Converter Groups,Network",
247,high_voltage_electricity_production,converters,high_voltage_electricity_production,converters,Modules,Network,"Converter Groups,Network",
158,number_of_electric_cars,#,number_of_electric_cars,#,Modules,Network,Network,
189,number_of_electric_trucks,#,number_of_electric_trucks,#,Modules,Network,Network,
1634,peak_load_check_hv,,peak_load_check_hv,boolean,Modules,Network,,
1633,peak_load_check_hv_mv,,peak_load_check_hv_mv,boolean,Modules,Network,,
1630,peak_load_check_lv,boolean,peak_load_check_lv,boolean,Modules,Network,,
1632,peak_load_check_mv,,peak_load_check_mv,boolean,Modules,Network,,
1631,peak_load_check_mv_lv,,peak_load_check_mv_lv,boolean,Modules,Network,,
1635,peak_load_check_total,,peak_load_check_total,boolean,Modules,Network,,
291,peak_load_delta_demand_hv_mv_transformer,MW,peak_load_delta_demand_hv_mv_transformer,MW,Modules,Network,Network,
283,peak_load_delta_demand_lv_total,MW,peak_load_delta_demand_lv_total,MW,Modules,Network,Network,
287,peak_load_delta_demand_mv_distribution_net,MW,peak_load_delta_demand_mv_distribution_net,MW,Modules,Network,Network,
284,peak_load_delta_demand_plants_connected_to_mv_distribution_net,MW,peak_load_delta_demand_units_connected_to_mv_distribution_net,MW,Modules,Network,Network,
365,peak_load_delta_electric_boiler,MW,peak_load_delta_electric_boiler,MW,Modules,Network,Network,
360,peak_load_delta_hh_coolers,MW,peak_load_delta_household_coolers,MW,Modules,Network,Network,
276,peak_load_delta_hh_heaters,MW,peak_load_delta_household_heaters,MW,Modules,Network,Network,
213,peak_load_delta_hh_micro_chp,MW,peak_load_delta_household_micro_chp,MW,Modules,Network,Network,
210,peak_load_delta_local_solar_pv_grid_connected,MW,peak_load_delta_local_solar_pv_grid_connected,MW,Modules,Network,Network,
245,peak_load_delta_on_mv_hv_transformer,MW,peak_load_delta_on_mv_hv_transformer,MW,Modules,Network,Network,
164,peak_load_delta_sd_electric_cars,MW,peak_load_delta_electric_cars_sd,MW,Modules,Network,Network,
242,peak_load_delta_sd_electric_trucks,MW,peak_load_delta_electric_trucks_sd,MW,Modules,Network,Network,
163,peak_load_delta_se_electric_cars,MW,peak_load_delta_electric_cars_se,MW,Modules,Network,Network,
241,peak_load_delta_se_electric_trucks,MW,peak_load_delta_electric_trucks_se,MW,Modules,Network,Network,
290,peak_load_delta_supply_hv_mv_transformer,MW,peak_load_delta_supply_hv_mv_transformer,MW,Modules,Network,Network,
286,peak_load_delta_supply_mv_distribution_net,MW,peak_load_delta_supply_mv_distribution_net,MW,Modules,Network,Network,
285,peak_load_delta_supply_plants_connected_to_mv_distribution_net,MW,peak_load_delta_supply_units_connected_to_mv_distribution_net,MW,Modules,Network,Network,
160,peak_load_delta_wd_electric_cars,MW,peak_load_delta_electric_cars_wd,MW,Modules,Network,Network,
239,peak_load_delta_wd_electric_trucks,MW,peak_load_delta_electric_trucks_wd,MW,Modules,Network,Network,
162,peak_load_delta_we_electric_cars,MW,peak_load_delta_electric_cars_we,MW,Modules,Network,Network,
240,peak_load_delta_we_electric_trucks,MW,peak_load_delta_electric_trucks_we,MW,Modules,Network,Network,
161,peak_load_per_unit_electric_car,MW,peak_load_per_unit_electric_car,MW,Modules,Network,Network,
238,peak_load_per_unit_electric_truck,MW,peak_load_per_unit_electric_truck,MW,Modules,Network,Network,
159,peak_load_units_delta_electric_cars,#,peak_load_units_delta_electric_cars,#,Modules,Network,Network,
237,peak_load_units_delta_electric_trucks,#,peak_load_units_delta_electric_trucks,#,Modules,Network,Network,
256,peak_load_units_delta_local_solar_pv_grid_connected,#,peak_load_units_delta_local_solar_pv_grid_connected,#,Modules,Network,Network,
255,pl_hv_grid_investment_costs_per_year,mln euro,yearly_investment_costs_of_hv_grid,mln euro,Modules,Network,Network,
358,pl_hv_mv_trafo_capacity_needed,MW,hv_mv_trafo_capacity_needed,MW,Modules,Network,Network,
263,pl_hv_mv_trafo_delta_capacity_max,MW,hv_mv_trafo_delta_capacity_max,MW,Modules,Network,Network,
270,pl_hv_mv_trafo_investment_costs_per_year,euro,yearly_investment_costs_of_hv_mv_trafo,euro,Modules,Network,Network,
268,pl_hv_mv_trafo_investment_costs_total,euro,total_investment_costs_of_hv_mv_trafo,euro,Modules,Network,Network,
349,pl_hv_mv_trafo_operational_costs_total,euro,operational_costs_of_hv_mv_trafo,euro,Modules,Network,Network,
252,pl_hv_net_capacity_buffer_decentral_check,true/false,hv_net_capacity_buffer_decentral_check,true/false,Modules,Network,Network,
253,pl_hv_net_capacity_buffer_total_check,true/false,hv_net_capacity_buffer_total_check,true/false,Modules,Network,Network,
248,pl_hv_net_delta_capacity_central,MW,hv_net_delta_capacity_central,MW,Modules,Network,Network,
250,pl_hv_net_delta_capacity_decentral,MW,hv_net_delta_capacity_decentral,MW,Modules,Network,Network,
251,pl_hv_net_delta_capacity_total,MW,hv_net_delta_capacity_total,MW,Modules,Network,Network,
254,pl_hv_net_investment_costs_total,mln euro,total_investment_costs_of_hv_net,mln euro,Modules,Network,Network,
387,pl_hv_net_investment_costs_wind_offshore,mln euro,yearly_investment_costs_of_hv_net_wind_offshore,mln euro,Modules,Network,Network,
348,pl_hv_net_operational_costs_total,euro,operational_costs_of_hv_net,euro,Modules,Network,Network,
266,pl_lv_grid_investment_costs_per_year,mln euro,yearly_investment_costs_of_lv_grid,mln euro,Modules,Network,Network,
354,pl_lv_net_capacity_needed,MW,lv_net_capacity_needed,MW,Modules,Network,Network,
169,pl_lv_net_delta_capacity_max,MW,lv_net_delta_capacity_max,MW,Modules,Network,Network,
168,pl_lv_net_delta_capacity_sd,MW,lv_net_delta_capacity_sd,MW,Modules,Network,Network,
167,pl_lv_net_delta_capacity_se,MW,lv_net_delta_capacity_se,MW,Modules,Network,Network,
214,pl_lv_net_delta_capacity_supply,MW,lv_net_delta_capacity_supply,MW,Modules,Network,Network,
166,pl_lv_net_delta_capacity_wd,MW,lv_net_delta_capacity_wd,MW,Modules,Network,Network,
165,pl_lv_net_delta_capacity_we,MW,lv_net_delta_capacity_we,MW,Modules,Network,Network,
264,pl_lv_net_investment_costs_per_year,euro,yearly_investment_costs_of_lv_net,euro,Modules,Network,Network,
257,pl_lv_net_investment_costs_total,euro,total_investment_costs_of_lv_net,euro,Modules,Network,Network,
353,pl_lv_net_operational_costs_total,euro,operational_costs_of_lv_net,euro,Modules,Network,Network,
356,pl_mv_d_net_capacity_needed,MW,mv_d_net_capacity_needed,MW,Modules,Network,Network,
259,pl_mv_d_net_delta_capacity_max,MW,mv_d_net_delta_capacity_max,MW,Modules,Network,Network,
269,pl_mv_d_net_investment_costs_per_year,euro,yearly_investment_costs_of_mv_d_net,euro,Modules,Network,Network,
260,pl_mv_d_net_investment_costs_total,euro,total_investment_costs_of_mv_d_net,euro,Modules,Network,Network,
351,pl_mv_d_net_operational_costs_total,euro,operational_costs_of_mv_d_net,euro,Modules,Network,Network,
267,pl_mv_grid_investment_costs_per_year,mln euro,yearly_investment_costs_of_mv_grid,mln euro,Modules,Network,Network,
355,pl_mv_lv_trafo_capacity_needed,MW,mv_lv_trafo_capacity_needed,MW,Modules,Network,Network,
170,pl_mv_lv_trafo_delta_capacity_max,,mv_lv_trafo_delta_capacity_max,MW,Modules,Network,Network,
265,pl_mv_lv_trafo_investment_costs_per_year,euro,yearly_investment_costs_of_mv_lv_trafo,euro,Modules,Network,Network,
258,pl_mv_lv_trafo_investment_costs_total,euro,total_investment_costs_of_mv_lv_trafo,euro,Modules,Network,Network,
352,pl_mv_lv_trafo_operational_costs_total,euro,operational_costs_of_mv_lv_trafo,euro,Modules,Network,Network,
357,pl_mv_t_net_capacity_needed,MW,mv_t_net_capacity_needed,MW,Modules,Network,Network,
261,pl_mv_t_net_delta_capacity_max,MW,mv_t_net_delta_capacity_max,MW,Modules,Network,Network,
274,pl_mv_t_net_investment_costs_per_year,euro,yearly_investment_costs_of_mv_t_net,euro,Modules,Network,Network,
262,pl_mv_t_net_investment_costs_total,euro,total_investment_costs_of_mv_t_net,euro,Modules,Network,Network,
350,pl_mv_t_net_operational_costs_total,euro,operational_costs_of_mv_t_net,euro,Modules,Network,Network,
389,pl_network_investment_costs_per_year,mln euro,yearly_investment_costs_of_network,mln euro,Modules,Network,Network,
273,pl_network_investment_needed_check,euro,network_investment_costs_needed_check,euro,Modules,Network,Network,
277,pl_network_total_costs,bln euro,network_total_costs,bln euro,Modules,Network,"Costs,Network",
244,plants_connected_to_mv_hv_transformer,converters,units_connected_to_mv_hv_transformer,converters,Modules,Network,"Converter Groups,Network",
289,supply_plants_connected_to_mv_distribution_net,converters,supply_units_connected_to_mv_distribution_net,converters,Modules,Network,"Converter Groups,Network",
1146,chart_2010_value_51_centrally_produced_electricity_demand_358,PJ,2010_value_in_changes_in_centrally_produced_electricity,PJ,Output elements,Output series,,
1394,chart_75_electricity_grid_650,,mvlv_capacity_total_in_impact_on_electricity_grid,,Output elements,Output series,,
1395,chart_75_electricity_grid_651,,mvlv_capacity_used_in_impact_on_electricity_grid,,Output elements,Output series,,
1396,chart_75_electricity_grid_652,,mvlv_delta_peak_load_max_in_impact_on_electricity_grid,,Output elements,Output series,,
1397,chart_75_electricity_grid_653,,mvlv_required_expansion_in_impact_on_electricity_grid,,Output elements,Output series,,
1398,chart_75_electricity_grid_654,,mvlv_costs_coefficient_in_impact_on_electricity_grid,,Output elements,Output series,,
1399,chart_75_electricity_grid_655,mln euro,mvlv_networkcosts_in_impact_on_electricity_grid,mln euro,Output elements,Output series,,
1400,chart_75_electricity_grid_656,,mv_distribution_capacity_total_in_impact_on_electricity_grid,,Output elements,Output series,,
1401,chart_75_electricity_grid_657,,mv_distribution_capacity_used_in_impact_on_electricity_grid,,Output elements,Output series,,
1402,chart_75_electricity_grid_658,,mv_distribution_delta_peak_load_max_in_impact_on_electricity_grid,,Output elements,Output series,,
1403,chart_75_electricity_grid_659,,mv_distribution_required_expansion_in_impact_on_electricity_grid,,Output elements,Output series,,
1404,chart_75_electricity_grid_660,,mv_distribution_costs_coefficient_in_impact_on_electricity_grid,,Output elements,Output series,,
1405,chart_75_electricity_grid_661,mln euro,mv_distribution_networkcosts_in_impact_on_electricity_grid,mln euro,Output elements,Output series,,
1406,chart_75_electricity_grid_662,,mv_transport_capacity_total_in_impact_on_electricity_grid,,Output elements,Output series,,
1407,chart_75_electricity_grid_663,,mv_transport_capacity_used_in_impact_on_electricity_grid,,Output elements,Output series,,
1408,chart_75_electricity_grid_664,,mv_transport_delta_peak_load_max_in_impact_on_electricity_grid,,Output elements,Output series,,
1409,chart_75_electricity_grid_665,,mv_transport_required_expansion_in_impact_on_electricity_grid,,Output elements,Output series,,
1410,chart_75_electricity_grid_666,,mv_transport_costs_coefficient_in_impact_on_electricity_grid,,Output elements,Output series,,
1411,chart_75_electricity_grid_667,mln euro,mv_transport_networkcosts_in_impact_on_electricity_grid,mln euro,Output elements,Output series,,
1412,chart_75_electricity_grid_668,,hv_mv_capacity_total_in_impact_on_electricity_grid,,Output elements,Output series,,
1413,chart_75_electricity_grid_669,,hv_mv_capacity_used_in_impact_on_electricity_grid,,Output elements,Output series,,
1414,chart_75_electricity_grid_670,,hv_mv_delta_peak_load_max_in_impact_on_electricity_grid,,Output elements,Output series,,
1415,chart_75_electricity_grid_671,,hv_mv_required_expansion_in_impact_on_electricity_grid,,Output elements,Output series,,
1416,chart_75_electricity_grid_672,,hv_mv_costs_coefficient_in_impact_on_electricity_grid,,Output elements,Output series,,
1417,chart_75_electricity_grid_673,mln euro,hv_mv_networkcosts_in_impact_on_electricity_grid,mln euro,Output elements,Output series,,
1430,chart_75_electricity_grid_692,,hv_capacity_total_in_impact_on_electricity_grid,,Output elements,Output series,,
1482,chart_actual_1990_54_power_plants_779,MT,actual_1990_in_co2_emissions_table,MT,Output elements,Output series,,
1483,chart_actual_2010_54_power_plants_780,MT,actual_2010_in_co2_emissions_table,MT,Output elements,Output series,,
1484,chart_actual_20xx_54_power_plants_781,MT,actual_20xx_in_co2_emissions_table,MT,Output elements,Output series,,
1480,chart_actual_co2_emitted_value_97_co2_emissions_759,MT,actual_co2_emitted_in_co2_emissions_waterfall,MT,Output elements,Output series,,
1300,chart_all_plants_capacity_54_power_plants_530,GJ,all_plants_capacity_in_power_plant_properties,GJ,Output elements,Output series,,
1351,chart_ambient_cold_66_cooling_demand_592,PJ,ambient_cold_in_source_of_cooling_in_households,PJ,Output elements,Output series,,
1368,chart_ambient_cold_71_cooling_demand_617,PJ,ambient_cold_in_source_of_cooling_in_buildings,PJ,Output elements,Output series,,
1064,chart_ambient_heat_30_heat_demand_256,PJ,ambient_heat_in_source_of_heat_in_agriculture,PJ,Output elements,Output series,,
