314,dependency_share_greengas,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
320,dependency_share_kerosine,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
323,dependency_share_lng,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
321,dependency_share_lpg,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
295,dependency_share_oil,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
322,dependency_share_oil_group,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,"295,318,319,320",0
293,dependency_share_uranium,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
316,dependency_share_waste,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
366,electric_heatpumps,converters,,converters,,,Converter Groups,1,,,,,1
569,electricity_from_solar,MJ,electricity_produced_from_solar,MJ,Modules,EnergyMixer,,1,,replaced by other,,581,2
568,electricity_from_wind,MJ,electricity_produced_from_wind,MJ,Modules,EnergyMixer,,1,,replaced by other,,,2
415,electricity_import_and_export_ratio,factor,,factor,,,Import/Export,1,,,,"441,413,49",0
54,electricity_import_total_cost,euro,,euro,,,,1,,not used,,"51,53",1
642,electricity_produced_from_biocoal,MJ,,MJ,,,Electricity production,1,,,,641,1
643,electricity_produced_from_biomass,MJ,,MJ,,,Electricity production,1,,,,582,1
650,electricity_produced_from_geothermal,MJ,,MJ,,,Electricity production,1,,,,603,1
649,electricity_produced_from_hydro,MJ,,MJ,,,Electricity production,1,,,,602,1
644,electricity_produced_from_lignite,MJ,,MJ,,,Electricity production,1,,,,588,1
648,electricity_produced_from_oil,MJ,,MJ,,,Electricity production,1,,,,579,1
645,electricity_produced_from_uranium,MJ,,MJ,,,Electricity production,1,,,,586,1
651,electricity_produced_from_waste,MJ,,MJ,,,Electricity production,1,,,,584,1
641,electricity_producing_converters_biocoal,converters,,converters,,,,1,,,,,1
582,electricity_producing_converters_biomass,,,converters,,,Converter Groups,1,,,,,1
638,electricity_producing_converters_coal,converters,,converters,,,,1,,,,,10
576,electricity_producing_converters_coalbiomasslignite,,,converters,,,Converter Groups,1,,,,,6
577,electricity_producing_converters_gas,,,converters,,,Converter Groups,1,,,,,8
603,electricity_producing_converters_geothermal,converters,,converters,,,Converter Groups,1,,,,,7
602,electricity_producing_converters_hydro,converters,,converters,,,Converter Groups,1,,,,,7
588,electricity_producing_converters_lignite,,,converters,,,Converter Groups,1,,,,,1
639,electricity_producing_converters_lignite,converters,,converters,,,,1,,,,,0
637,electricity_producing_converters_lignitecoal,converters,,converters,,,,1,,,,,0
579,electricity_producing_converters_oil,,,converters,,,Converter Groups,1,,,,,7
581,electricity_producing_converters_solar,converters,,converters,,,Converter Groups,1,,,,,6
586,electricity_producing_converters_uranium,,,converters,,,Converter Groups,1,,,,,7
584,electricity_producing_converters_waste,,,converters,,,Converter Groups,1,,,,,7
601,electricity_producing_converters_wind,converters,,converters,,,Converter Groups,1,,,,90,9
390,electricity_transport_hv_grid_to_mv_grid,TWh,,TWh,,,Network,1,,al weggehaald,,,1
395,electricity_transport_mv_grid_to_lv_grid,TWh,,TWh,,,Network,1,,al weggehaald,,,1
422,energy_tax_households,euro,,euro,,,"Costs,Not used",1,,,,"418,420",1
495,extra_costs_green_gas,euro,,euro,,,Costs,1,,,,,0
465,finaal,converters,,converters,,,,1,,,,,0
369,final_electricity_sustainable,MJ,,MJ,,,Sustainability,1,,,,,0
511,final_renewable_energy,MJ,,MJ,,,,1,,,,146,0
370,final_sustainable_demand,MJ,,MJ,,,Sustainability,1,,,,,0
388,final_sustainable_steam,MJ,,MJ,,,Sustainability,1,,,,,0
423,fixed_energy_costs_per_household,#,,#,,,"Costs,Not used",1,,,,,1
35,fossil_heat_old,MJ,,MJ,,,,1,,,,,0
40,fossil_heat_production,MJ,,MJ,,,,1,,,,"36,38,39,37",0
27,fuel_dependence,factor,,factor,,,,1,,,,,0
138,gas_plants_temporary_withouth_chp,converters,,converters,,,,1,,,,,0
70,geothermal_output_of_electricity,PJ,,PJ,,,,1,,,,,0
394,household_electricity_production,converters,,converters,,,,1,,,,,0
420,households_m3_gas_use_per_household,m3,,m3,,,"Costs,Not used",1,,,,,1
421,households_other_energy_use_per_households,,,,,,"Costs,Not used",1,,,,425,0
473,households_percentage_energy_use_of_total,factor,,factor,,,Sidebars,1,,,,,0
51,imported_electricity,MJ,,MJ,,,,1,,,,,3
52,imported_electricity_share,%,,%,,,,1,,,,"51,49,51",0
48,imported_energy_share,%,,%,,,"Import/Export,Dashboard",1,,,,26,0
410,increase_in_electricity_demand_households,factor,,factor,,,,1,,,,,0
469,industry_percentage_energy_use_of_total,factor,,factor,,,,1,,,,,0
418,kwh_electricity_per_household,,,,,,Not used,1,,,,,1
271,max_percentage_heat_network_agriculture,factor,,factor,,,,1,,Not used anymore,,,0
246,max_percentage_heat_network_industry,factor,,factor,,,,1,,Not used anymore,,,0
596,mj_per_kwh,MJ,,MJ,,,Conversion rates,1,Should be hardcoded,,,,1
520,mw_of_heat_electric_heatpumps,MW,,MW,,,,1,,,,366,0
413,net_electricity_export,MJ,,MJ,,,Import/Export,1,,,,,2
482,net_electricity_export_ratio,factor,,factor,,,Import/Export,1,,,,"413,49",0
391,network_costs_meuro_per_twh_transported_hv_to_mv,mln euro,,mln euro,,,Network,1,,al weggehaald,,"255,267,390",0
396,network_costs_meuro_per_twh_transported_mv_to_lv,mln euro,,mln euro,,,Network,1,,al weggehaald,,"267,266,395",0
450,not_renewable_percentage,factor,,factor,,,,1,,,,32,0
468,other_percentage_energy_use_of_total,factor,,factor,,,,1,,,,,0
60,other_share_of_heating_demand_households_energetic,factor,,factor,,,,1,,,,,0
659,percentage_sustainable_electricity_of_final_demand,factor,,factor,,,,1,,not used,,,0
175,share_domestic_electrity_production,factor,,factor,,,,1,,,,,0
361,share_of_heaters_with_combi,factor,,factor,,,,1,,,,,0
31,share_of_renewable_electricity,factor,,factor,,,Sustainability,1,,,,,0
33,share_of_renewable_energy_in_procent,factor,,%,,,,1,,,,32,0
30,sustainability_electricity_production,MJ,,MJ,,,,1,,,,,0
29,sustainability_heat_production,MJ,,MJ,,,,1,,,,,0
592,sustainability_of_electricity_from_coal,factor,,factor,,,Sustainability,1,,,,"638,638,638",0
424,tax_rate,#,,#,,,Not used,1,,,,,0
55,total_cost_electricity,euro,,euro,,,,1,,,,"54,53",0
530,total_cost_of_primary_algae_diesel,euro,,euro,,,,1,,was used in a first version of energy mixer,,,0
527,total_cost_of_primary_bio_ethanol,euro,,euro,,,,1,,was used in a first version of energy mixer,,,1
529,total_cost_of_primary_bio_oil,euro,,euro,,,,1,,was used in a first version of energy mixer,,,0
526,total_cost_of_primary_biodiesel,euro,,euro,,,,1,,was used in a first version of energy mixer,,,1
531,total_cost_of_primary_biogas,euro,,euro,,,,1,,was used in a first version of energy mixer,,,0
524,total_cost_of_primary_biomass,euro,,euro,,,,1,,was used in a first version of energy mixer,,,1
513,total_cost_of_primary_coal,euro,,euro,,,EnergyMixer,1,,was used in a first version of energy mixer,,,0
525,total_cost_of_primary_greengas,euro,,euro,,,,1,,was used in a first version of energy mixer,,,1
512,total_cost_of_primary_natural_gas,euro,,euro,,,EnergyMixer,1,,was used in a first version of energy mixer,,,0
523,total_cost_of_primary_renewable,euro,,euro,,,,1,,was used in a first version of energy mixer,,"524,525,526,527",0
528,total_cost_of_primary_waste,euro,,euro,,,,1,,was used in a first version of energy mixer,,,0
471,transport_percentage_energy_use_of_total,factor,,factor,,,Sidebars,1,,,,,0
419,yearly_energy_costs_households,euro,,euro,,,Not used,1,,,,"416,417,422,423",0
499,heat_from_biomass_buildings,MJ,heat_produced_from_renewables_in_buildings,MJ,General,Supporting calculations,Output series,When directly used in chart,,used in #1364,,"340,342",1
498,heat_from_biomass_industry,MJ,heat_produced_from_renewables_in_industry,MJ,General,Supporting calculations,Output series,When directly used in chart,,used in #1044,Q1044,,1
497,heat_from_gas_industry,MJ,heat_produced_from_natural_gas_in_industry,MJ,General,Supporting calculations,Output series,When directly used in chart,,used in #1042,Q1042,,1
119,agriculture_coal_primary_demand,PJ,primary_demand_of_coal_from_agriculture,PJ,General,Supporting calculations,,,,,,,2
122,agriculture_greengas_primary_demand,PJ,primary_demand_of_greengas_from_agriculture,PJ,General,Supporting calculations,,,,,,,1
149,agriculture_imported_e_primary_demand,PJ,primary_demand_of_imported_electricity_from_agriculture,PJ,General,Supporting calculations,,,,,,,1
