present,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
10,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5556.521739,6173.913043,6791.304348,7408.695652,8026.086957,8756.719368,9487.351779,10217.98419,10948.6166,11679.24901,12409.88142,13140.51383,13871.14625,14601.77866,15332.41107,16063.04348,16793.67589,17524.3083,18254.94071,18985.57312,19716.20553,20446.83794,21177.47036,21908.10277,22638.73518,23369.36759,24100,24830.63241,25561.26482,26291.89723,27022.52964,27753.16206,28483.79447,29214.42688,29945.05929,30675.6917,31406.32411,32136.95652,32867.58893,33598.22134,34328.85375,35059.48617,35790.11858,36520.75099,37251.3834,37982.01581,38712.64822,39443.28063,40173.91304
11,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5556.521739,6173.913043,6791.304348,7408.695652,8144.664032,8880.632411,9616.600791,10352.56917,11088.53755,11824.50593,12560.47431,13296.44269,14032.41107,14768.37945,15504.34783,16240.31621,16976.28458,17712.25296,18448.22134,19184.18972,19920.1581,20656.12648,21392.09486,22128.06324,22864.03162,23600,24335.96838,25071.93676,25807.90514,26543.87352,27279.8419,28015.81028,28751.77866,29487.74704,30223.71542,30959.68379,31695.65217,32431.62055,33167.58893,33903.55731,34639.52569,35375.49407,36111.46245,36847.43083,37583.39921,38319.36759,39055.33597,39791.30435
12,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5556.521739,6173.913043,6791.304348,7532.608696,8273.913043,9015.217391,9756.521739,10497.82609,11239.13043,11980.43478,12721.73913,13463.04348,14204.34783,14945.65217,15686.95652,16428.26087,17169.56522,17910.86957,18652.17391,19393.47826,20134.78261,20876.08696,21617.3913,22358.69565,23100,23841.30435,24582.6087,25323.91304,26065.21739,26806.52174,27547.82609,28289.13043,29030.43478,29771.73913,30513.04348,31254.34783,31995.65217,32736.95652,33478.26087,34219.56522,34960.86957,35702.17391,36443.47826,37184.78261,37926.08696,38667.3913,39408.69565
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5556.521739,6173.913043,6920.55336,7667.193676,8413.833992,9160.474308,9907.114625,10653.75494,11400.39526,12147.03557,12893.67589,13640.31621,14386.95652,15133.59684,15880.23715,16626.87747,17373.51779,18120.1581,18866.79842,19613.43874,20360.07905,21106.71937,21853.35968,22600,23346.64032,24093.28063,24839.92095,25586.56126,26333.20158,27079.8419,27826.48221,28573.12253,29319.76285,30066.40316,30813.04348,31559.68379,32306.32411,33052.96443,33799.60474,34546.24506,35292.88538,36039.52569,36786.16601,37532.80632,38279.44664,39026.08696
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5556.521739,6308.498024,7060.474308,7812.450593,8564.426877,9316.403162,10068.37945,10820.35573,11572.33202,12324.3083,13076.28458,13828.26087,14580.23715,15332.21344,16084.18972,16836.16601,17588.14229,18340.11858,19092.09486,19844.07115,20596.04743,21348.02372,22100,22851.97628,23603.95257,24355.92885,25107.90514,25859.88142,26611.85771,27363.83399,28115.81028,28867.78656,29619.76285,30371.73913,31123.71542,31875.6917,32627.66798,33379.64427,34131.62055,34883.59684,35635.57312,36387.54941,37139.52569,37891.50198,38643.47826
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,4939.130435,5696.442688,6453.754941,7211.067194,7968.379447,8725.6917,9483.003953,10240.31621,10997.62846,11754.94071,12512.25296,13269.56522,14026.87747,14784.18972,15541.50198,16298.81423,17056.12648,17813.43874,18570.75099,19328.06324,20085.37549,20842.68775,21600,22357.31225,23114.62451,23871.93676,24629.24901,25386.56126,26143.87352,26901.18577,27658.49802,28415.81028,29173.12253,29930.43478,30687.74704,31445.05929,32202.37154,32959.68379,33716.99605,34474.3083,35231.62055,35988.93281,36746.24506,37503.55731,38260.86957
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4321.73913,5084.387352,5847.035573,6609.683794,7372.332016,8134.980237,8897.628458,9660.27668,10422.9249,11185.57312,11948.22134,12710.86957,13473.51779,14236.16601,14998.81423,15761.46245,16524.11067,17286.75889,18049.40711,18812.05534,19574.70356,20337.35178,21100,21862.64822,22625.29644,23387.94466,24150.59289,24913.24111,25675.88933,26438.53755,27201.18577,27963.83399,28726.48221,29489.13043,30251.77866,31014.42688,31777.0751,32539.72332,33302.37154,34065.01976,34827.66798,35590.31621,36352.96443,37115.61265,37878.26087
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3704.347826,4472.332016,5240.316206,6008.300395,6776.284585,7544.268775,8312.252964,9080.237154,9848.221344,10616.20553,11384.18972,12152.17391,12920.1581,13688.14229,14456.12648,15224.11067,15992.09486,16760.07905,17528.06324,18296.04743,19064.03162,19832.01581,20600,21367.98419,22135.96838,22903.95257,23671.93676,24439.92095,25207.90514,25975.88933,26743.87352,27511.85771,28279.8419,29047.82609,29815.81028,30583.79447,31351.77866,32119.76285,32887.74704,33655.73123,34423.71542,35191.6996,35959.68379,36727.66798,37495.65217
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3086.956522,3860.27668,4633.596838,5406.916996,6180.237154,6953.557312,7726.87747,8500.197628,9273.517787,10046.83794,10820.1581,11593.47826,12366.79842,13140.11858,13913.43874,14686.75889,15460.07905,16233.39921,17006.71937,17780.03953,18553.35968,19326.67984,20100,20873.32016,21646.64032,22419.96047,23193.28063,23966.60079,24739.92095,25513.24111,26286.56126,27059.88142,27833.20158,28606.52174,29379.8419,30153.16206,30926.48221,31699.80237,32473.12253,33246.44269,34019.76285,34793.083,35566.40316,36339.72332,37113.04348
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2469.565217,3248.221344,4026.87747,4805.533597,5584.189723,6362.84585,7141.501976,7920.158103,8698.814229,9477.470356,10256.12648,11034.78261,11813.43874,12592.09486,13370.75099,14149.40711,14928.06324,15706.71937,16485.37549,17264.03162,18042.68775,18821.34387,19600,20378.65613,21157.31225,21935.96838,22714.62451,23493.28063,24271.93676,25050.59289,25829.24901,26607.90514,27386.56126,28165.21739,28943.87352,29722.52964,30501.18577,31279.8419,32058.49802,32837.15415,33615.81028,34394.4664,35173.12253,35951.77866,36730.43478
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,1852.173913,2636.166008,3420.158103,4204.150198,4988.142292,5772.134387,6556.126482,7340.118577,8124.110672,8908.102767,9692.094862,10476.08696,11260.07905,12044.07115,12828.06324,13612.05534,14396.04743,15180.03953,15964.03162,16748.02372,17532.01581,18316.00791,19100,19883.99209,20667.98419,21451.97628,22235.96838,23019.96047,23803.95257,24587.94466,25371.93676,26155.92885,26939.92095,27723.91304,28507.90514,29291.89723,30075.88933,30859.88142,31643.87352,32427.86561,33211.85771,33995.8498,34779.8419,35563.83399,36347.82609
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1234.782609,2024.110672,2813.438735,3602.766798,4392.094862,5181.422925,5970.750988,6760.079051,7549.407115,8338.735178,9128.063241,9917.391304,10706.71937,11496.04743,12285.37549,13074.70356,13864.03162,14653.35968,15442.68775,16232.01581,17021.34387,17810.67194,18600,19389.32806,20178.65613,20967.98419,21757.31225,22546.64032,23335.96838,24125.29644,24914.62451,25703.95257,26493.28063,27282.6087,28071.93676,28861.26482,29650.59289,30439.92095,31229.24901,32018.57708,32807.90514,33597.2332,34386.56126,35175.88933,35965.21739
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.3913043,1412.055336,2206.719368,3001.383399,3796.047431,4590.711462,5385.375494,6180.039526,6974.703557,7769.367589,8564.031621,9358.695652,10153.35968,10948.02372,11742.68775,12537.35178,13332.01581,14126.67984,14921.34387,15716.00791,16510.67194,17305.33597,18100,18894.66403,19689.32806,20483.99209,21278.65613,22073.32016,22867.98419,23662.64822,24457.31225,25251.97628,26046.64032,26841.30435,27635.96838,28430.63241,29225.29644,30019.96047,30814.62451,31609.28854,32403.95257,33198.6166,33993.28063,34787.94466,35582.6087
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200,32000,32800,33600,34400,35200
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200,32000,32800,33600,34400
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200,32000,32800,33600
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200,32000,32800
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200,32000
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400,31200
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600,30400
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800,29600
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000,28800
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200,28000
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400,27200
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600,26400
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800,25600
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000,24800
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200,24000
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400,23200
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600,22400
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800,21600
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000,20800
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200,20000
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400,19200
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600,18400
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800,17600
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000,16800
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200,16000
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400,15200
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600,14400
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800,13600
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000,12800
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200,12000
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400,11200
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600,10400
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1600,2400,3200,4000,4800,5600,6400,7200,8000,8800,9600
